Id,SalePrice
1461,122713.57184587404
1462,158575.68466822896
1463,183465.95097241236
1464,198893.036947726
1465,190085.9721210884
1466,171015.1754232106
1467,176048.95552490526
1468,162262.8866455471
1469,192254.27891474095
1470,120016.96581867497
1471,195031.4325905788
1472,97197.53102532018
1473,95873.2576444134
1474,147521.55340956085
1475,111620.17650685448
1476,369528.7919795567
1477,249332.1048482002
1478,288087.3283515695
1479,286554.24706239894
1480,504097.5263173906
1481,329314.4359780763
1482,208455.26500373523
1483,177063.38379347406
1484,162306.86571501556
1485,186803.04766899074
1486,194967.46835655477
1487,340349.5625372276
1488,236332.17523422817
1489,193634.5440944985
1490,233951.31869138588
1491,192058.29238255514
1492,91666.60638061393
1493,188464.54056465908
1494,294806.34802130755
1495,283623.8132738305
1496,235071.8049481351
1497,176727.20840217377
1498,169054.99394018957
1499,160314.2743870215
1500,153263.81844228655
1501,174595.53316374202
1502,144289.42245115136
1503,291148.62261903274
1504,243044.93077069908
1505,224555.58487427342
1506,193651.26963228406
1507,248968.57467512033
1508,200765.07272965438
1509,162849.3831426122
1510,141844.1173906042
1511,151333.06433932995
1512,172088.19389609282
1513,140249.75721397885
1514,156964.2769489742
1515,192610.16901130232
1516,153296.66241003826
1517,168840.20119370823
1518,132314.0651603584
1519,215948.60712307677
1520,128425.14252965453
1521,132651.3223921643
1522,176569.9603769674
1523,110981.44570792351
1524,123585.82389488646
1525,121551.97106221152
1526,110627.17516040955
1527,104528.17215946903
1528,139383.49995875498
1529,151024.06655555798
1530,180048.72124038305
1531,105002.87460507991
1532,95097.2097521792
1533,148136.68149490407
1534,126896.65486191447
1535,150730.31909294447
1536,109403.40781990637
1537,59483.991428720146
1538,151841.35395330307
1539,186112.5341793371
1540,92839.39722866405
1541,146216.12263842393
1542,141911.53641437585
1543,194571.11215806557
1544,84472.72652051013
1545,113060.86977989179
1546,134407.11174292536
1547,132911.37426827213
1548,139334.0010460288
1549,118529.3199506057
1550,133416.21213668387
1551,109197.18617263043
1552,134020.0275665461
1553,146495.46958801674
1554,115524.02520238429
1555,162459.5011837257
1556,84802.59314315936
1557,104927.68680044531
1558,101391.84272663329
1559,69677.7621735487
1560,130821.76052066442
1561,124390.76024401387
1562,129698.33018178266
1563,118936.79706248375
1564,158595.70517439
1565,150759.90597668735
1566,241343.0766197368
1567,75524.42151637518
1568,229636.2242220917
1569,131968.68936475817
1570,138163.59910426819
1571,123675.2725480957
1572,144377.60480853872
1573,249762.85143280792
1574,119590.16811272112
1575,230332.25438158316
1576,242440.47308727985
1577,182524.39115230925
1578,143108.79429648447
1579,146104.30196094236
1580,198227.9161355875
1581,152464.95269999153
1582,123706.34543825423
1583,304679.80446352815
1584,219921.83583382302
1585,135975.66673149262
1586,71028.75942770169
1587,103224.81490088286
1588,154566.09402804179
1589,94866.95322859647
1590,135118.4275497927
1591,93359.86787007524
1592,116604.7221999749
1593,124721.12303378673
1594,119228.07588758047
1595,106950.00128875443
1596,225634.90615935807
1597,193470.25721422667
1598,219872.99267264374
1599,173014.56667928852
1600,167660.07965860554
1601,63437.62040756114
1602,115291.37741800888
1603,74286.41754108196
1604,268512.63520337164
1605,244285.97869001102
1606,167727.85101240998
1607,180635.22017407868
1608,213809.6384290401
1609,181175.73484017886
1610,150132.66324551892
1611,138256.48346904846
1612,170252.4383336114
1613,165957.9991310144
1614,125622.2616170425
1615,91201.72384025369
1616,77511.54891055655
1617,93306.0268012988
1618,127822.3928752011
1619,138499.62447495578
1620,157886.53971571787
1621,140959.66562428098
1622,142240.01093931092
1623,270185.6440808267
1624,214736.73932081516
1625,117702.79106697095
1626,165792.86666835356
1627,194365.90297037712
1628,279299.7599669479
1629,180697.13259262888
1630,349106.46597579354
1631,222947.97388026697
1632,239881.4929085402
1633,171757.09998930618
1634,187295.48844281668
1635,172750.91759766266
1636,152755.67203936254
1637,198639.78972939693
1638,182101.92663664572
1639,184303.71346253008
1640,252174.4227892106
1641,175518.96869583326
1642,239085.92681382393
1643,219837.5413631062
1644,237293.47670039543
1645,200232.4704914111
1646,160521.6535708378
1647,158706.46053783112
1648,128959.96909369406
1649,142050.3880314347
1650,111941.43141342896
1651,122513.63147712372
1652,97253.98925143236
1653,99453.33943864956
1654,144890.3259667247
1655,136122.12771141186
1656,139676.359503206
1657,147538.4527621479
1658,143427.02592955402
1659,118689.44760813868
1660,149984.8531743583
1661,456565.61121151596
1662,392612.87619836396
1663,382210.78153896285
1664,493157.9849818569
1665,306074.06598145404
1666,336629.478940425
1667,396123.8865353861
1668,342310.89423548867
1669,296307.8434203808
1670,347361.9326527091
1671,259319.0790287593
1672,432968.1465852448
1673,288422.20979398134
1674,239287.0744957072
1675,191439.2013121088
1676,190362.39608586882
1677,216132.39902072688
1678,464099.59993686696
1679,397485.98581874155
1680,338152.1699516826
1681,243497.45869344767
1682,313281.30794418394
1683,179413.92274375475
1684,173485.7988356065
1685,169595.63813708068
1686,166705.03045018442
1687,168810.53854177502
1688,191995.11320761495
1689,193350.6702721421
1690,196331.28829415774
1691,185155.11924525973
1692,264684.850344374
1693,166959.00687206167
1694,183716.36915193667
1695,167102.3174602576
1696,269815.864578595
1697,173400.7272582188
1698,353212.70785178075
1699,315731.3652660214
1700,249385.5125779606
1701,265546.72846463375
1702,245626.2050402096
1703,241297.46346783382
1704,277831.3255091195
1705,234594.926497723
1706,433881.0610076926
1707,213124.0027972543
1708,201437.58240534874
1709,267476.00377451634
1710,223953.49510077928
1711,270314.13500198146
1712,259381.26401287384
1713,278296.6857326268
1714,225525.82833720578
1715,207203.70855435732
1716,184122.67145198985
1717,175820.78899977508
1718,134972.954083049
1719,208711.00937276526
1720,241760.11397984406
1721,164223.58308163506
1722,124742.6071983447
1723,154595.05186249758
1724,207229.56769878586
1725,235575.49422124578
1726,184009.24919778507
1727,156043.93082768813
1728,173651.83950426296
1729,168034.05801060604
1730,154118.13090765427
1731,117028.35616389518
1732,128172.11356358025
1733,114261.84107763963
1734,120704.7229418253
1735,128811.38301238405
1736,108808.41814144146
1737,309858.6976901945
1738,241985.23933210692
1739,240285.17942202862
1740,214002.4982367689
1741,186158.9580570053
1742,171587.34982031552
1743,178036.8825256567
1744,328289.9600805111
1745,217863.21100959144
1746,176322.41869135463
1747,218579.41637957492
1748,215584.02590943326
1749,142436.2675398054
1750,122885.77485151454
1751,245841.57282786613
1752,114945.4927691226
1753,148199.03353187034
1754,193234.19348775214
1755,166925.23517354394
1756,126386.5664858637
1757,120467.11891788356
1758,142946.30647008054
1759,158046.16642525242
1760,164498.24372752535
1761,142805.5129726821
1762,175506.56495172426
1763,184245.66926758533
1764,112345.47346200485
1765,165609.73975201164
1766,188599.83710561838
1767,223196.68565335072
1768,143578.3721284423
1769,174281.6133341668
1770,153301.14573613342
1771,121349.5273361602
1772,131167.16400554258
1773,124390.35044426151
1774,141121.33177522916
1775,141799.7093142451
1776,123842.2155132928
1777,108919.10854725503
1778,139309.09380978026
1779,118796.2400009406
1780,181409.57147471159
1781,128471.71725829194
1782,85081.56828045259
1783,146708.1148358386
1784,107615.98953338513
1785,125171.17591186489
1786,138690.90281648262
1787,162797.9737677047
1788,57149.84227069483
1789,95672.67352034255
1790,77607.92941505395
1791,184610.02098032372
1792,162521.6307174143
1793,127489.43444880215
1794,152802.4774355848
1795,135732.0072060787
1796,123271.07288360782
1797,112516.1240167775
1798,121214.29525766542
1799,108110.91925661256
1800,127794.27173220179
1801,129989.06699369292
1802,135228.671936405
1803,147024.9697639053
1804,139310.80405842376
1805,135480.56668854825
1806,125821.144923611
1807,132297.06826409418
1808,122312.88692051031
1809,121873.48778972313
1810,138922.95649967995
1811,93032.53041336461
1812,97263.09219338417
1813,126675.82834813355
1814,94475.91295090964
1815,55465.39586481295
1816,99931.87656897999
1817,105062.06595984589
1818,147932.14441454143
1819,123460.10979916679
1820,56731.03301904801
1821,112908.55298342518
1822,153725.4939644736
1823,45675.135120902196
1824,127639.64094718861
1825,131444.6005525504
1826,105154.71746569149
1827,101075.85515066149
1828,133523.34725407444
1829,118978.26434522572
1830,144356.39904341192
1831,144212.55142036662
1832,78365.02469690956
1833,135894.7437746725
1834,122029.90371176822
1835,121555.78500668019
1836,123573.40438180565
1837,83011.03520677226
1838,128256.13221674097
1839,95176.97776182233
1840,143310.3184500807
1841,137828.71217683336
1842,88653.51530005809
1843,130224.80044066267
1844,139030.1526216117
1845,141496.49678804763
1846,156068.8529358134
1847,164402.4898017303
1848,55147.3020601056
1849,109642.37315119289
1850,116983.86345071014
1851,158351.37680431173
1852,124878.26598814511
1853,127056.2541423545
1854,166406.8722057472
1855,147098.09040521982
1856,226407.62299277814
1857,142591.175875165
1858,134177.11192970537
1859,117034.44920077223
1860,147736.3213482503
1861,115989.9669503649
1862,297838.4464775254
1863,282215.45068578876
1864,282363.3688066926
1865,346434.8573813355
1866,343215.9672053625
1867,229925.9635364383
1868,298191.4032637179
1869,204261.09691590964
1870,227364.14609909002
1871,257531.40181322786
1872,169947.0291637853
1873,243699.8599349368
1874,152288.05353631554
1875,202133.9909847157
1876,199657.5320297025
1877,210036.94354374695
1878,203819.673488594
1879,127925.54041036793
1880,129725.16097128518
1881,247391.55615717173
1882,246697.8029718145
1883,185361.8385903971
1884,204446.7565169424
1885,245698.23757111677
1886,292079.7393024138
1887,213060.88636898753
1888,268930.5703937015
1889,168471.19428273817
1890,118095.1642731448
1891,134369.05919512088
1892,97192.6864414174
1893,127004.61674016347
1894,125486.74519929074
1895,133525.93300508067
1896,129714.83059777612
1897,115161.64773350485
1898,113604.23374163287
1899,156688.49617876898
1900,149747.20929970476
1901,170444.02786497163
1902,150240.2900528273
1903,218187.1963095691
1904,137799.31289176413
1905,193861.36589258784
1906,156532.9503174348
1907,206546.66860393615
1908,109648.76673907817
1909,131344.4010728155
1910,118316.83654393566
1911,212045.80055565666
1912,331604.636053586
1913,140156.2739412172
1914,59673.28668609236
1915,310922.6064480727
1916,63599.15430524244
1917,248994.3999806906
1918,141210.45264695
1919,181629.47096395842
1920,155106.72400616304
1921,404237.8633701338
1922,324061.57182955736
1923,223755.61857454033
1924,231628.8474952532
1925,198629.70818533335
1926,391407.31937289896
1927,133253.90575517737
1928,153157.4465019032
1929,126546.01817840475
1930,129299.29505134515
1931,144916.79251433542
1932,142475.22256840995
1933,186694.11041332933
1934,182841.2190461084
1935,172278.301076696
1936,195384.4171810212
1937,186797.28615680878
1938,171431.14180434353
1939,242355.48902897103
1940,185553.93981019157
1941,170580.71890890395
1942,181939.68341912192
1943,213840.44628762006
1944,361853.57504526287
1945,394726.08139825496
1946,141044.15271827855
1947,315870.25581395585
1948,171607.31854486518
1949,249468.57419485124
1950,189376.2578718191
1951,252315.13772293096
1952,208936.82574415905
1953,165409.85929651384
1954,182498.35426923248
1955,137563.80779038605
1956,300673.6610307261
1957,150660.96544361496
1958,302496.9625370881
1959,145104.93307311373
1960,114832.2814294058
1961,118188.10177556757
1962,97855.37528539287
1963,106620.18040670866
1964,106862.58102875069
1965,144624.2268253226
1966,136866.99860849726
1967,287642.21665889473
1968,423793.4022958274
1969,388163.4592425019
1970,435516.8803598005
1971,472142.0887165425
1972,375471.16067693906
1973,264405.44443294173
1974,331629.46284919174
1975,522615.9402335191
1976,271840.64488133334
1977,356734.94891418115
1978,369063.57604871696
1979,333071.7864267246
1980,201661.06347689414
1981,350486.3852083891
1982,217524.44525010858
1983,202903.8646262977
1984,165433.78332575405
1985,225122.5641876829
1986,210297.84928646917
1987,181077.52155819515
1988,172870.49458046112
1989,192251.13696864966
1990,209645.9852288143
1991,230253.44176044213
1992,215135.37977081438
1993,166070.40092899383
1994,229068.9806847391
1995,187079.66109981944
1996,249379.66459319866
1997,321008.6201034029
1998,319620.9865346197
1999,277177.82412632974
2000,316835.49988287163
2001,271537.70940474747
2002,235852.50652804974
2003,261245.34387695295
2004,280415.5851483461
2005,220805.35111462744
2006,224853.5534437067
2007,247257.22056632303
2008,213587.41631597333
2009,194395.27034986112
2010,193648.06760010737
2011,141015.43751684792
2012,173322.52262222444
2013,177953.74789209614
2014,184649.72502380793
2015,204871.11242350243
2016,193073.84256410616
2017,193828.03586262136
2018,114499.09722238686
2019,134429.10865957435
2020,105208.12368393953
2021,99879.08944388428
2022,185231.93870108738
2023,141980.0285432543
2024,256786.41486438343
2025,362520.2089557164
2026,173824.53966505936
2027,158012.91007623312
2028,152159.79916650057
2029,164439.72850001208
2030,265319.96190256736
2031,232371.8481812667
2032,252623.87774074354
2033,255759.03811021597
2034,167226.7463900852
2035,222723.4314119804
2036,198919.5242983717
2037,208652.80426039186
2038,316859.9327337118
2039,229316.35746291213
2040,282021.94230420486
2041,304828.110576399
2042,205872.03504948752
2043,177654.5675650427
2044,177097.81770863687
2045,213664.59671770327
2046,148953.39024824274
2047,146675.61271858492
2048,139537.51907860299
